userId,gender,age_group,occupation
3034,Female,18-24,Academic/Educator
3035,Female,25-34,Executive/Managerial
3036,Male,56+,Sales/Marketing
3037,Female,25-34,Artist
3038,Female,35-44,Artist
3039,Female,50-55,Clerical/Admin
3040,Male,25-34,Retired
3041,Male,25-34,College/Grad Student
3042,Male,56+,Academic/Educator
3043,Male,18-24,Artist
3044,Male,35-44,Lawyer
3045,Male,45-49,Academic/Educator
3046,Male,Under 18,College/Grad Student
3047,Female,25-34,College/Grad Student
3048,Male,18-24,Artist
3049,Female,50-55,Other
3050,Male,35-44,Retired
3051,Male,18-24,Programmer
3052,Male,35-44,Retired
3053,Female,25-34,Clerical/Admin
3054,Male,18-24,College/Grad Student
3055,Female,25-34,Clerical/Admin
3056,Male,25-34,Technician/Engineer
3057,Female,25-34,Retired
3058,Male,18-24,Retired
3059,Male,35-44,Other
3060,Female,35-44,Academic/Educator
3061,Male,45-49,Artist
3062,Male,18-24,College/Grad Student
3063,Male,18-24,College/Grad Student
3064,Male,35-44,Programmer
3065,Female,18-24,College/Grad Student
3066,Male,18-24,College/Grad Student
3067,Female,25-34,Other
3068,Female,35-44,Sales/Marketing
3069,Male,18-24,College/Grad Student
3070,Female,18-24,College/Grad Student
3071,Male,25-34,Academic/Educator
3072,Male,50-55,Academic/Educator
3073,Male,25-34,Other
3074,Male,25-34,Other
3075,Female,25-34,Programmer
3076,Male,35-44,Programmer
3077,Male,18-24,College/Grad Student
3078,Female,35-44,Academic/Educator
3079,Female,25-34,Academic/Educator
3080,Male,25-34,Unemployed
3081,Male,25-34,Executive/Managerial
3082,Female,35-44,Doctor/Health Care
3083,Female,50-55,Other
3084,Male,25-34,Lawyer
3085,Male,25-34,College/Grad Student
3086,Male,18-24,Retired
3087,Female,Under 18,Academic/Educator
3088,Female,25-34,College/Grad Student
3089,Male,45-49,Lawyer
3090,Male,25-34,Artist
3091,Female,25-34,Other
3092,Male,35-44,Homemaker
3093,Female,45-49,Unemployed
3094,Male,35-44,Other
3095,Female,25-34,Clerical/Admin
3096,Female,45-49,Clerical/Admin
3097,Female,25-34,Customer Service
3098,Male,25-34,College/Grad Student
3099,Male,25-34,Programmer
3100,Female,25-34,Doctor/Health Care
3101,Male,18-24,Homemaker
3102,Male,25-34,Retired
3103,Male,25-34,Unemployed
3104,Male,18-24,Programmer
3105,Male,35-44,Retired
3106,Male,25-34,Other
3107,Male,25-34,Programmer
3108,Male,50-55,Doctor/Health Care
3109,Female,25-34,Programmer
3110,Male,25-34,Other
3111,Male,18-24,College/Grad Student
3112,Male,18-24,Retired
3113,Male,25-34,Scientist
3114,Male,18-24,Customer Service
3115,Male,35-44,Programmer
3116,Male,25-34,Retired
3117,Male,35-44,Other
3118,Male,25-34,Other
3119,Male,45-49,Academic/Educator
3120,Male,18-24,College/Grad Student
3121,Male,25-34,Artist
3122,Female,25-34,Executive/Managerial
3123,Male,25-34,Artist
3124,Male,25-34,Retired
3125,Male,25-34,Executive/Managerial
3126,Male,25-34,Artist
3127,Female,25-34,Other
3128,Male,18-24,Artist
3129,Male,25-34,Executive/Managerial
3130,Male,25-34,Executive/Managerial
3131,Female,25-34,Artist
3132,Male,35-44,Executive/Managerial
3133,Male,18-24,College/Grad Student
3134,Male,18-24,College/Grad Student
3135,Male,25-34,Homemaker
3136,Female,25-34,College/Grad Student
3137,Male,25-34,Programmer
3138,Male,35-44,Programmer
3139,Male,56+,Sales/Marketing
3140,Female,25-34,College/Grad Student
3141,Male,25-34,College/Grad Student
3142,Male,25-34,Unemployed
3143,Female,50-55,Lawyer
3144,Female,25-34,Executive/Managerial
3145,Male,18-24,College/Grad Student
3146,Male,25-34,Other
3147,Male,25-34,College/Grad Student
3148,Male,18-24,Unemployed
3149,Male,18-24,College/Grad Student
3150,Female,25-34,Clerical/Admin
3151,Female,25-34,Other
3152,Male,18-24,College/Grad Student
3153,Female,25-34,College/Grad Student
3154,Female,25-34,College/Grad Student
3155,Male,25-34,Executive/Managerial
3156,Male,35-44,Executive/Managerial
3157,Male,25-34,Retired
3158,Male,25-34,Homemaker
3159,Female,25-34,Homemaker
3160,Male,25-34,Programmer
3161,Male,25-34,Executive/Managerial
3162,Male,25-34,Academic/Educator
3163,Male,18-24,Homemaker
3164,Male,18-24,Retired
3165,Male,35-44,Executive/Managerial
3166,Male,18-24,College/Grad Student
3167,Male,25-34,Artist
3168,Female,35-44,Customer Service
3169,Male,50-55,Other
3170,Male,25-34,Other
3171,Female,50-55,Clerical/Admin
3172,Male,18-24,Retired
3173,Male,25-34,Retired
3174,Female,18-24,College/Grad Student
3175,Male,35-44,Lawyer
3176,Male,25-34,Programmer
3177,Female,25-34,Doctor/Health Care
3178,Female,35-44,Customer Service
3179,Female,18-24,Unemployed
3180,Male,25-34,College/Grad Student
3181,Male,25-34,Retired
3182,Male,25-34,Retired
3183,Male,50-55,Executive/Managerial
3184,Female,25-34,Technician/Engineer
3185,Male,18-24,Executive/Managerial
3186,Male,50-55,Academic/Educator
3187,Male,35-44,Retired
3188,Male,56+,Sales/Marketing
3189,Male,25-34,Lawyer
3190,Male,Under 18,Programmer
3191,Male,25-34,Retired
3192,Male,18-24,College/Grad Student
3193,Male,25-34,Other
3194,Male,25-34,Homemaker
3195,Male,18-24,College/Grad Student
3196,Female,18-24,College/Grad Student
3197,Female,18-24,College/Grad Student
3198,Male,25-34,Retired
3199,Male,18-24,Other
3200,Female,25-34,Academic/Educator
3201,Male,45-49,Executive/Managerial
3202,Female,18-24,College/Grad Student
3203,Male,35-44,Other
3204,Male,45-49,Lawyer
3205,Female,35-44,Lawyer
3206,Male,18-24,Unemployed
3207,Male,35-44,Executive/Managerial
3208,Male,25-34,College/Grad Student
3209,Male,25-34,Other
3210,Female,45-49,Other
3211,Male,50-55,Lawyer
3212,Female,25-34,Programmer
3213,Female,25-34,Academic/Educator
3214,Female,56+,Executive/Managerial
3215,Female,50-55,Sales/Marketing
3216,Male,35-44,Academic/Educator
3217,Female,35-44,Other
3218,Male,56+,Doctor/Health Care
3219,Female,18-24,College/Grad Student
3220,Male,35-44,Executive/Managerial
3221,Male,25-34,Other
3222,Male,35-44,Executive/Managerial
3223,Male,25-34,Unemployed
3224,Female,25-34,College/Grad Student
3225,Male,18-24,Other
3226,Male,35-44,College/Grad Student
3227,Female,25-34,College/Grad Student
3228,Male,25-34,College/Grad Student
3229,Female,56+,Academic/Educator
3230,Male,35-44,Lawyer
3231,Male,25-34,Executive/Managerial
3232,Male,35-44,Retired
3233,Male,50-55,Artist
3234,Female,Under 18,Other
3235,Male,18-24,College/Grad Student
3236,Male,18-24,Homemaker
3237,Male,35-44,Executive/Managerial
3238,Male,35-44,Executive/Managerial
3239,Female,25-34,Retired
3240,Male,18-24,College/Grad Student
3241,Female,50-55,Other
3242,Male,50-55,Sales/Marketing
3243,Male,25-34,Retired
3244,Female,18-24,College/Grad Student
3245,Male,18-24,Artist
3246,Female,35-44,Academic/Educator
3247,Male,35-44,Homemaker
3248,Female,25-34,Executive/Managerial
3249,Female,25-34,College/Grad Student
3250,Male,25-34,College/Grad Student
3251,Male,35-44,Programmer
3252,Male,50-55,Other
3253,Female,35-44,College/Grad Student
3254,Female,35-44,Doctor/Health Care
3255,Female,25-34,Homemaker
3256,Male,25-34,Homemaker
3257,Male,25-34,College/Grad Student
3258,Male,45-49,Doctor/Health Care
3259,Female,18-24,College/Grad Student
3260,Male,25-34,College/Grad Student
3261,Male,45-49,Unemployed
3262,Male,25-34,College/Grad Student
3263,Male,50-55,Programmer
3264,Female,25-34,Academic/Educator
3265,Male,25-34,Homemaker
3266,Female,25-34,College/Grad Student
3267,Male,25-34,College/Grad Student
3268,Male,25-34,Retired
3269,Female,18-24,Unemployed
3270,Male,18-24,Programmer
3271,Female,35-44,Other
3272,Male,35-44,Other
3273,Male,35-44,Executive/Managerial
3274,Male,25-34,Unemployed
3275,Male,35-44,Executive/Managerial
3276,Male,25-34,Unemployed
3277,Male,25-34,Programmer
3278,Male,35-44,Executive/Managerial
3279,Male,45-49,Homemaker
3280,Male,25-34,Executive/Managerial
3281,Male,25-34,Programmer
3282,Male,45-49,Clerical/Admin
3283,Male,35-44,Lawyer
3284,Male,25-34,Doctor/Health Care
3285,Male,25-34,College/Grad Student
3286,Female,35-44,Executive/Managerial
3287,Male,56+,Sales/Marketing
3288,Male,25-34,College/Grad Student
3289,Male,45-49,Doctor/Health Care
3290,Male,25-34,College/Grad Student
3291,Female,25-34,Executive/Managerial
3292,Female,50-55,Doctor/Health Care
3293,Male,45-49,College/Grad Student
3294,Male,18-24,College/Grad Student
3295,Male,18-24,Technician/Engineer
3296,Male,18-24,College/Grad Student
3297,Male,18-24,College/Grad Student
3298,Male,Under 18,Scientist
3299,Female,25-34,College/Grad Student
3300,Male,35-44,Customer Service
3301,Female,25-34,Artist
3302,Male,25-34,Programmer
3303,Male,56+,Programmer
3304,Female,45-49,Customer Service
3305,Male,56+,Unemployed
3306,Male,45-49,College/Grad Student
3307,Male,50-55,Doctor/Health Care
3308,Female,18-24,Unemployed
3309,Male,25-34,Programmer
3310,Male,45-49,College/Grad Student
3311,Male,25-34,College/Grad Student
3312,Female,18-24,College/Grad Student
3313,Male,35-44,Unemployed
3314,Male,25-34,Executive/Managerial
3315,Male,25-34,Retired
3316,Male,Under 18,Tradesman/Craftsman
3317,Male,25-34,College/Grad Student
3318,Male,56+,Sales/Marketing
3319,Female,56+,Sales/Marketing
3320,Male,25-34,Academic/Educator
3321,Male,35-44,Academic/Educator
3322,Female,18-24,College/Grad Student
3323,Male,35-44,College/Grad Student
3324,Male,35-44,Programmer
3325,Female,35-44,College/Grad Student
3326,Male,45-49,Executive/Managerial
3327,Male,18-24,Retired
3328,Male,56+,Tradesman/Craftsman
3329,Male,50-55,Technician/Engineer
3330,Female,35-44,Academic/Educator
3331,Female,25-34,Executive/Managerial
3332,Male,25-34,Executive/Managerial
3333,Male,18-24,Lawyer
3334,Male,35-44,Other
3335,Male,25-34,Other
3336,Male,35-44,Programmer
3337,Male,25-34,College/Grad Student
3338,Male,45-49,Lawyer
3339,Male,25-34,Programmer
3340,Male,45-49,Lawyer
3341,Male,25-34,Unemployed
3342,Female,25-34,Customer Service
3343,Female,18-24,College/Grad Student
3344,Male,35-44,Other
3345,Male,25-34,Executive/Managerial
3346,Male,35-44,Executive/Managerial
3347,Female,35-44,Executive/Managerial
3348,Male,45-49,Lawyer
3349,Female,18-24,College/Grad Student
3350,Female,18-24,Other
3351,Female,18-24,Customer Service
3352,Male,35-44,Other
3353,Male,35-44,Programmer
3354,Male,25-34,Executive/Managerial
3355,Male,25-34,Academic/Educator
3356,Male,35-44,Executive/Managerial
3357,Male,25-34,Technician/Engineer
3358,Female,25-34,Academic/Educator
3359,Male,25-34,Unemployed
3360,Female,25-34,Other
3361,Male,25-34,College/Grad Student
3362,Female,25-34,Other
3363,Female,35-44,Sales/Marketing
3364,Male,56+,Sales/Marketing
3365,Male,50-55,Programmer
3366,Male,35-44,College/Grad Student
3367,Male,50-55,Lawyer
3368,Male,25-34,College/Grad Student
3369,Male,45-49,Technician/Engineer
3370,Male,18-24,College/Grad Student
3371,Male,25-34,Artist
3372,Male,56+,Sales/Marketing
3373,Male,18-24,Lawyer
3374,Male,35-44,Customer Service
3375,Male,25-34,College/Grad Student
3376,Male,35-44,Lawyer
3377,Male,25-34,Programmer
3378,Male,18-24,College/Grad Student
3379,Male,35-44,Academic/Educator
3380,Male,50-55,Other
3381,Male,25-34,Other
3382,Female,Under 18,Scientist
3383,Male,56+,Lawyer
3384,Male,35-44,Executive/Managerial
3385,Female,25-34,Sales/Marketing
3386,Male,18-24,College/Grad Student
3387,Male,18-24,Academic/Educator
3388,Female,25-34,Academic/Educator
3389,Male,18-24,Other
3390,Female,45-49,Unemployed
3391,Male,18-24,College/Grad Student
3392,Male,50-55,Doctor/Health Care
3393,Male,35-44,Retired
3394,Male,35-44,Executive/Managerial
3395,Male,25-34,Executive/Managerial
3396,Male,25-34,Retired
3397,Male,25-34,Customer Service
3398,Male,18-24,Unemployed
3399,Male,25-34,College/Grad Student
3400,Male,25-34,College/Grad Student
3401,Male,35-44,Executive/Managerial
3402,Male,35-44,Unemployed
3403,Male,35-44,Customer Service
3404,Male,25-34,Retired
3405,Male,35-44,College/Grad Student
3406,Female,25-34,Executive/Managerial
3407,Female,45-49,Customer Service
3408,Male,25-34,Programmer
3409,Male,25-34,College/Grad Student
3410,Male,35-44,Academic/Educator
3411,Male,18-24,College/Grad Student
3412,Male,25-34,Technician/Engineer
3413,Female,25-34,Programmer
3414,Male,25-34,Programmer
3415,Male,35-44,Executive/Managerial
3416,Male,25-34,Retired
3417,Female,18-24,Artist
3418,Female,18-24,Clerical/Admin
3419,Male,45-49,Academic/Educator
3420,Female,25-34,Executive/Managerial
3421,Male,45-49,Executive/Managerial
3422,Male,25-34,Customer Service
3423,Male,25-34,Executive/Managerial
3424,Male,25-34,Doctor/Health Care
3425,Male,18-24,Unemployed
3426,Male,25-34,Unemployed
3427,Male,25-34,College/Grad Student
3428,Male,45-49,Academic/Educator
3429,Female,25-34,Executive/Managerial
3430,Female,45-49,Academic/Educator
3431,Female,45-49,Doctor/Health Care
3432,Male,25-34,Retired
3433,Male,18-24,Retired
3434,Male,18-24,College/Grad Student
3435,Male,45-49,Academic/Educator
3436,Male,35-44,Other
3437,Female,25-34,Other
3438,Female,25-34,Other
3439,Male,18-24,Programmer
3440,Male,56+,Programmer
3441,Female,25-34,College/Grad Student
3442,Male,18-24,Retired
3443,Female,35-44,Programmer
3444,Male,50-55,College/Grad Student
3445,Female,35-44,Unemployed
3446,Male,25-34,Executive/Managerial
3447,Male,25-34,Retired
3448,Female,18-24,Clerical/Admin
3449,Male,25-34,College/Grad Student
3450,Male,25-34,Customer Service
3451,Female,25-34,Programmer
3452,Male,25-34,College/Grad Student
3453,Male,35-44,Executive/Managerial
3454,Male,18-24,Other
3455,Female,25-34,Other
3456,Male,25-34,Programmer
3457,Male,25-34,Unemployed
3458,Male,45-49,Other
3459,Male,18-24,College/Grad Student
3460,Male,Under 18,College/Grad Student
3461,Male,35-44,Other
3462,Female,25-34,College/Grad Student
3463,Male,25-34,Homemaker
3464,Female,25-34,College/Grad Student
3465,Male,25-34,College/Grad Student
3466,Male,25-34,College/Grad Student
3467,Male,25-34,College/Grad Student
3468,Male,25-34,Unemployed
3469,Male,45-49,Programmer
3470,Male,35-44,Programmer
3471,Male,18-24,College/Grad Student
3472,Male,25-34,Doctor/Health Care
3473,Female,35-44,Lawyer
3474,Male,35-44,Programmer
3475,Male,25-34,College/Grad Student
3476,Male,50-55,Other
3477,Female,50-55,Academic/Educator
3478,Male,25-34,Executive/Managerial
3479,Male,18-24,College/Grad Student
3480,Male,25-34,Other
3481,Male,18-24,College/Grad Student
3482,Male,50-55,Programmer
3483,Female,45-49,Executive/Managerial
3484,Male,18-24,College/Grad Student
3485,Male,25-34,Other
3486,Female,18-24,Other
3487,Male,18-24,College/Grad Student
3488,Male,45-49,Programmer
3489,Male,18-24,College/Grad Student
3490,Male,25-34,Other
3491,Male,25-34,Lawyer
3492,Male,35-44,Executive/Managerial
3493,Male,25-34,Programmer
3494,Male,25-34,Academic/Educator
3495,Male,18-24,College/Grad Student
3496,Male,35-44,Customer Service
3497,Female,35-44,Artist
3498,Male,25-34,Programmer
3499,Male,25-34,Clerical/Admin
3500,Male,35-44,Executive/Managerial
3501,Female,35-44,Executive/Managerial
3502,Female,18-24,Executive/Managerial
3503,Male,18-24,College/Grad Student
3504,Male,18-24,Executive/Managerial
3505,Female,25-34,Homemaker
3506,Male,18-24,Retired
3507,Male,25-34,Other
3508,Male,18-24,College/Grad Student
3509,Male,18-24,College/Grad Student
3510,Female,18-24,College/Grad Student
3511,Male,50-55,Other
3512,Male,18-24,Programmer
3513,Male,25-34,Lawyer
3514,Male,18-24,Retired
3515,Male,35-44,Clerical/Admin
3516,Male,18-24,College/Grad Student
3517,Male,18-24,Retired
3518,Female,18-24,Executive/Managerial
3519,Female,25-34,College/Grad Student
3520,Male,25-34,Other
3521,Male,25-34,Other
3522,Male,18-24,Other
3523,Male,35-44,Executive/Managerial
3524,Female,25-34,Other
3525,Female,18-24,College/Grad Student
3526,Male,35-44,Artist
3527,Male,25-34,Other
3528,Male,35-44,Customer Service
3529,Female,45-49,Academic/Educator
3530,Male,25-34,Other
3531,Female,25-34,Programmer
3532,Female,35-44,College/Grad Student
3533,Male,25-34,Artist
3534,Male,35-44,Programmer
3535,Male,45-49,Technician/Engineer
3536,Male,18-24,College/Grad Student
3537,Male,Under 18,Scientist
3538,Male,35-44,Other
3539,Female,25-34,College/Grad Student
3540,Male,18-24,Programmer
3541,Male,25-34,Clerical/Admin
3542,Male,25-34,Homemaker
3543,Male,25-34,Programmer
3544,Female,25-34,College/Grad Student
3545,Male,35-44,Retired
3546,Male,25-34,Unemployed
3547,Male,35-44,Lawyer
3548,Male,45-49,Executive/Managerial
3549,Female,35-44,Executive/Managerial
3550,Male,25-34,Customer Service
3551,Female,56+,Other
3552,Female,35-44,Artist
3553,Male,35-44,Lawyer
3554,Male,25-34,Homemaker
3555,Male,56+,Executive/Managerial
3556,Male,25-34,Programmer
3557,Male,18-24,Customer Service
3558,Male,18-24,Programmer
3559,Male,18-24,College/Grad Student
3560,Female,25-34,Doctor/Health Care
3561,Male,35-44,College/Grad Student
3562,Female,25-34,Doctor/Health Care
3563,Male,25-34,Artist
3564,Male,25-34,Programmer
3565,Male,25-34,Technician/Engineer
3566,Male,45-49,Other
3567,Male,25-34,College/Grad Student
3568,Male,25-34,Other
3569,Female,18-24,Artist
3570,Male,35-44,Retired
3571,Male,18-24,College/Grad Student
3572,Male,35-44,Programmer
3573,Male,Under 18,Scientist
3574,Female,35-44,Doctor/Health Care
3575,Male,25-34,Technician/Engineer
3576,Male,50-55,Executive/Managerial
3577,Female,56+,Other
3578,Male,50-55,Clerical/Admin
3579,Male,18-24,Other
3580,Female,18-24,Clerical/Admin
3581,Male,18-24,Academic/Educator
3582,Female,35-44,Other
3583,Female,25-34,Sales/Marketing
3584,Male,18-24,Other
3585,Male,35-44,Unemployed
3586,Male,35-44,Unemployed
3587,Male,35-44,Clerical/Admin
3588,Male,25-34,Artist
3589,Female,45-49,Other
3590,Female,18-24,Homemaker
3591,Male,35-44,Doctor/Health Care
3592,Female,56+,Artist
3593,Female,25-34,Sales/Marketing
3594,Male,Under 18,Other
3595,Male,25-34,Other
3596,Female,35-44,College/Grad Student
3597,Male,25-34,Programmer
3598,Male,56+,Academic/Educator
3599,Male,25-34,Lawyer
3600,Male,35-44,Unemployed
3601,Female,35-44,Clerical/Admin
3602,Male,25-34,Retired
3603,Female,35-44,Executive/Managerial
3604,Female,Under 18,Scientist
3605,Male,18-24,Retired
3606,Female,25-34,Homemaker
3607,Male,35-44,Programmer
3608,Female,35-44,Sales/Marketing
3609,Female,25-34,Programmer
3610,Male,18-24,Doctor/Health Care
3611,Male,25-34,Artist
3612,Male,25-34,College/Grad Student
3613,Male,25-34,Other
3614,Male,25-34,Other
3615,Male,25-34,Programmer
3616,Male,45-49,Other
3617,Male,35-44,Executive/Managerial
3618,Male,56+,Programmer
3619,Male,50-55,Lawyer
3620,Male,25-34,Executive/Managerial
3621,Male,18-24,College/Grad Student
3622,Male,18-24,Academic/Educator
3623,Male,35-44,Programmer
3624,Male,25-34,Retired
3625,Male,18-24,Scientist
3626,Male,25-34,Programmer
3627,Female,35-44,Academic/Educator
3628,Male,25-34,Executive/Managerial
3629,Female,50-55,Executive/Managerial
3630,Male,18-24,College/Grad Student
3631,Male,18-24,College/Grad Student
3632,Male,50-55,Programmer
3633,Male,35-44,Technician/Engineer
3634,Male,50-55,Academic/Educator
3635,Male,50-55,Academic/Educator
3636,Male,25-34,Other
3637,Male,25-34,Doctor/Health Care
3638,Male,25-34,Artist
3639,Male,18-24,College/Grad Student
3640,Male,35-44,Executive/Managerial
3641,Male,25-34,Other
3642,Female,25-34,Executive/Managerial
3643,Male,25-34,Programmer
3644,Female,25-34,Programmer
3645,Male,35-44,Programmer
3646,Male,35-44,Unemployed
3647,Male,25-34,Executive/Managerial
3648,Male,18-24,College/Grad Student
3649,Female,25-34,Other
3650,Male,25-34,Other
3651,Male,25-34,College/Grad Student
3652,Male,25-34,Retired
3653,Male,18-24,Homemaker
3654,Male,25-34,Programmer
3655,Female,25-34,Executive/Managerial
3656,Female,45-49,Customer Service
3657,Male,18-24,Programmer
3658,Female,25-34,Executive/Managerial
3659,Male,18-24,College/Grad Student
3660,Male,35-44,Executive/Managerial
3661,Male,35-44,Retired
3662,Male,35-44,Lawyer
3663,Female,35-44,Sales/Marketing
3664,Female,35-44,Academic/Educator
3665,Male,25-34,Other
3666,Male,45-49,Other
3667,Female,Under 18,Scientist
3668,Female,45-49,Executive/Managerial
3669,Male,25-34,College/Grad Student
3670,Male,45-49,College/Grad Student
3671,Male,25-34,College/Grad Student
3672,Male,35-44,Customer Service
3673,Male,25-34,Artist
3674,Male,25-34,Unemployed
3675,Male,35-44,Executive/Managerial
3676,Female,35-44,Retired
3677,Female,25-34,Retired
3678,Male,25-34,Other
3679,Male,25-34,College/Grad Student
3680,Female,25-34,Academic/Educator
3681,Male,25-34,Executive/Managerial
3682,Female,50-55,Academic/Educator
3683,Male,25-34,Artist
3684,Male,25-34,Programmer
3685,Male,25-34,Customer Service
3686,Male,25-34,Executive/Managerial
3687,Female,50-55,Academic/Educator
3688,Male,18-24,Doctor/Health Care
3689,Male,25-34,Other
3690,Male,18-24,Other
3691,Male,25-34,Executive/Managerial
3692,Male,35-44,Programmer
3693,Male,25-34,Homemaker
3694,Male,25-34,Retired
3695,Male,25-34,Artist
3696,Male,35-44,Executive/Managerial
3697,Male,25-34,Homemaker
3698,Male,25-34,Executive/Managerial
3699,Female,56+,Clerical/Admin
3700,Male,25-34,College/Grad Student
3701,Male,35-44,Academic/Educator
3702,Male,35-44,Homemaker
3703,Male,18-24,Retired
3704,Female,35-44,Other
3705,Male,45-49,Executive/Managerial
3706,Male,25-34,Retired
3707,Female,18-24,Other
3708,Male,56+,Executive/Managerial
3709,Male,25-34,Retired
3710,Male,Under 18,Scientist
3711,Male,35-44,Other
3712,Male,25-34,Programmer
3713,Female,25-34,Executive/Managerial
3714,Male,25-34,Programmer
3715,Male,18-24,Customer Service
3716,Male,18-24,Retired
3717,Male,35-44,Programmer
3718,Male,50-55,Programmer
3719,Male,25-34,Academic/Educator
3720,Male,45-49,Executive/Managerial
3721,Male,25-34,Homemaker
3722,Male,25-34,Technician/Engineer
3723,Male,25-34,College/Grad Student
3724,Male,35-44,Doctor/Health Care
3725,Male,18-24,College/Grad Student
3726,Male,25-34,Programmer
3727,Male,35-44,Executive/Managerial
3728,Male,18-24,College/Grad Student
3729,Male,18-24,College/Grad Student
3730,Male,25-34,Academic/Educator
3731,Male,25-34,Programmer
3732,Male,25-34,Programmer
3733,Male,18-24,College/Grad Student
3734,Male,18-24,College/Grad Student
3735,Male,25-34,Other
3736,Male,35-44,Academic/Educator
3737,Male,25-34,College/Grad Student
3738,Male,45-49,Executive/Managerial
3739,Male,56+,Programmer
3740,Male,18-24,Customer Service
3741,Male,25-34,Other
3742,Male,25-34,Other
3743,Female,35-44,Executive/Managerial
3744,Male,25-34,Other
3745,Female,25-34,Sales/Marketing
3746,Male,25-34,Customer Service
3747,Male,45-49,Sales/Marketing
3748,Male,18-24,College/Grad Student
3749,Female,25-34,Other
3750,Female,18-24,College/Grad Student
3751,Female,35-44,Retired
3752,Female,18-24,Academic/Educator
3753,Male,25-34,Executive/Managerial
3754,Male,56+,Executive/Managerial
3755,Female,50-55,College/Grad Student
3756,Male,18-24,Retired
3757,Male,25-34,Executive/Managerial
3758,Female,35-44,Customer Service
3759,Male,35-44,Doctor/Health Care
3760,Male,50-55,Other
3761,Male,25-34,Programmer
3762,Male,50-55,Doctor/Health Care
3763,Male,25-34,Artist
3764,Male,25-34,Academic/Educator
3765,Female,50-55,Clerical/Admin
3766,Female,18-24,Academic/Educator
3767,Male,25-34,Other
3768,Male,25-34,College/Grad Student
3769,Male,25-34,Homemaker
3770,Female,35-44,Clerical/Admin
3771,Male,25-34,Academic/Educator
3772,Male,35-44,Programmer
3773,Male,35-44,Doctor/Health Care
3774,Male,25-34,Other
3775,Male,35-44,Retired
3776,Female,25-34,College/Grad Student
3777,Male,18-24,College/Grad Student
3778,Male,25-34,Other
3779,Female,45-49,Artist
3780,Male,Under 18,Other
3781,Female,56+,Programmer
3782,Female,25-34,Other
3783,Male,25-34,Executive/Managerial
3784,Female,25-34,Academic/Educator
3785,Female,25-34,Unemployed
3786,Female,25-34,Other
3787,Female,25-34,Other
3788,Female,18-24,Other
3789,Female,25-34,Other
3790,Female,25-34,Programmer
3791,Male,50-55,Technician/Engineer
3792,Male,25-34,Doctor/Health Care
3793,Male,18-24,College/Grad Student
3794,Female,18-24,College/Grad Student
3795,Female,18-24,College/Grad Student
3796,Male,45-49,College/Grad Student
3797,Male,25-34,Executive/Managerial
3798,Male,25-34,Executive/Managerial
3799,Male,18-24,Other
3800,Male,18-24,Academic/Educator
3801,Male,18-24,Retired
3802,Male,18-24,Other
3803,Female,35-44,Sales/Marketing
3804,Male,25-34,Doctor/Health Care
3805,Female,35-44,Academic/Educator
3806,Male,18-24,College/Grad Student
3807,Female,35-44,Tradesman/Craftsman
3808,Male,25-34,Executive/Managerial
3809,Male,35-44,Doctor/Health Care
3810,Male,50-55,Executive/Managerial
3811,Male,25-34,Homemaker
3812,Male,35-44,Programmer
3813,Male,35-44,Executive/Managerial
3814,Male,25-34,Homemaker
3815,Male,25-34,Programmer
3816,Female,25-34,Clerical/Admin
3817,Male,35-44,Clerical/Admin
3818,Male,45-49,Programmer
3819,Male,25-34,Retired
3820,Male,25-34,Programmer
3821,Male,25-34,Unemployed
3822,Male,45-49,Unemployed
3823,Male,56+,Executive/Managerial
3824,Male,25-34,Programmer
3825,Male,18-24,Academic/Educator
3826,Male,25-34,Academic/Educator
3827,Male,50-55,Artist
3828,Male,25-34,Unemployed
3829,Female,25-34,Academic/Educator
3830,Male,18-24,College/Grad Student
3831,Female,18-24,Doctor/Health Care
3832,Female,25-34,Executive/Managerial
3833,Male,25-34,Academic/Educator
3834,Male,18-24,Artist
3835,Male,25-34,Executive/Managerial
3836,Female,50-55,Retired
3837,Male,25-34,Programmer
3838,Female,25-34,College/Grad Student
3839,Male,50-55,College/Grad Student
3840,Female,25-34,Other
3841,Male,45-49,Technician/Engineer
3842,Female,35-44,Lawyer
3843,Female,Under 18,Scientist
3844,Male,18-24,College/Grad Student
3845,Male,25-34,Retired
3846,Male,35-44,Other
3847,Male,25-34,Executive/Managerial
3848,Male,25-34,Homemaker
3849,Male,35-44,Other
3850,Male,18-24,Clerical/Admin
3851,Male,25-34,Retired
3852,Male,50-55,Lawyer
3853,Male,25-34,College/Grad Student
3854,Male,25-34,College/Grad Student
3855,Male,25-34,Programmer
3856,Female,35-44,Unemployed
3857,Male,18-24,College/Grad Student
3858,Female,45-49,Sales/Marketing
3859,Male,25-34,Other
3860,Male,45-49,Programmer
3861,Male,18-24,College/Grad Student
3862,Male,25-34,Programmer
3863,Male,25-34,Other
3864,Male,50-55,Unemployed
3865,Female,Under 18,Scientist
3866,Male,45-49,College/Grad Student
3867,Male,35-44,Clerical/Admin
3868,Male,18-24,Retired
3869,Male,18-24,Programmer
3870,Male,25-34,Programmer
3871,Male,18-24,College/Grad Student
3872,Male,25-34,Academic/Educator
3873,Female,45-49,Artist
3874,Male,25-34,Executive/Managerial
3875,Male,25-34,Other
3876,Male,25-34,Other
3877,Male,45-49,Academic/Educator
3878,Male,35-44,Lawyer
3879,Male,25-34,Clerical/Admin
